Image_Index	Label	Score
2637	NEUTRAL	0.0006
2638	NEUTRAL	0.0008
2639	NEUTRAL	0.0007
2640	NEUTRAL	0.0005
2641	NEUTRAL	0.0005
2642	NEUTRAL	0.0005
2643	NEUTRAL	0.0006
2644	NEUTRAL	0.0005
2645	NEUTRAL	0.0006
2646	NEUTRAL	0.0008
2647	NEUTRAL	0.0010
2648	NEUTRAL	0.0011
2649	NEUTRAL	0.0011
2650	NEUTRAL	0.0011
2651	NEUTRAL	0.0013
2652	NEUTRAL	0.0011
2653	NEUTRAL	0.0017
2654	NEUTRAL	0.0022
2655	NEUTRAL	0.0030
2656	NEUTRAL	0.0025
2657	NEUTRAL	0.0021
2658	NEUTRAL	0.0023
2659	NEUTRAL	0.0026
2660	NEUTRAL	0.0032
2661	NEUTRAL	0.0038
2662	NEUTRAL	0.0031
2663	NEUTRAL	0.0032
2664	NEUTRAL	0.0034
2665	NEUTRAL	0.0027
2666	NEUTRAL	0.0025
2667	NEUTRAL	0.0026
2668	NEUTRAL	0.0033
2669	NEUTRAL	0.0027
2670	NEUTRAL	0.0020
2671	NEUTRAL	0.0017
2672	NEUTRAL	0.0019
2673	NEUTRAL	0.0017
2674	NEUTRAL	0.0018
2675	NEUTRAL	0.0017
2676	NEUTRAL	0.0020
2677	NEUTRAL	0.0020
2678	NEUTRAL	0.0016
2679	NEUTRAL	0.0017
2680	NEUTRAL	0.0015
2681	NEUTRAL	0.0016
2682	NEUTRAL	0.0012
2683	NEUTRAL	0.0010
2684	NEUTRAL	0.0008
2685	NEUTRAL	0.0009
2686	NEUTRAL	0.0007
2687	NEUTRAL	0.0006
2688	NEUTRAL	0.0006
2689	NEUTRAL	0.0008
2690	NEUTRAL	0.0011
2691	NEUTRAL	0.0012
2692	NEUTRAL	0.0010
2693	NEUTRAL	0.0012
2694	NEUTRAL	0.0011
2695	NEUTRAL	0.0012
2696	NEUTRAL	0.0010
2697	NEUTRAL	0.0009
2698	NEUTRAL	0.0008
2699	NEUTRAL	0.0008
2700	NEUTRAL	0.0007
2701	NEUTRAL	0.0006
2702	NEUTRAL	0.0007
2703	NEUTRAL	0.0009
2704	NEUTRAL	0.0009
2705	NEUTRAL	0.0010
2706	NEUTRAL	0.0009
2707	NEUTRAL	0.0011
2708	NEUTRAL	0.0013
2709	NEUTRAL	0.0012
2710	NEUTRAL	0.0014
2711	NEUTRAL	0.0013
2712	NEUTRAL	0.0016
2713	NEUTRAL	0.0019
2714	NEUTRAL	0.0025
2715	NEUTRAL	0.0023
2716	NEUTRAL	0.0020
2717	NEUTRAL	0.0018
2718	NEUTRAL	0.0023
2719	NEUTRAL	0.0020
2720	NEUTRAL	0.0017
2721	NEUTRAL	0.0012
2722	NEUTRAL	0.0011
2723	NEUTRAL	0.0010
2724	NEUTRAL	0.0011
2725	NEUTRAL	0.0010
2726	NEUTRAL	0.0008
2727	NEUTRAL	0.0009
2728	NEUTRAL	0.0009
2729	NEUTRAL	0.0011
2730	NEUTRAL	0.0013
2731	NEUTRAL	0.0013
2732	NEUTRAL	0.0012
2733	NEUTRAL	0.0014
2734	NEUTRAL	0.0017
2735	NEUTRAL	0.0022
2736	NEUTRAL	0.0019
2737	NEUTRAL	0.0019
2738	NEUTRAL	0.0017
2739	NEUTRAL	0.0016
2740	NEUTRAL	0.0011
2741	NEUTRAL	0.0013
2742	NEUTRAL	0.0012
2743	NEUTRAL	0.0010
2744	NEUTRAL	0.0007
2745	NEUTRAL	0.0006
2746	NEUTRAL	0.0006
2747	NEUTRAL	0.0008
2748	NEUTRAL	0.0007
2749	NEUTRAL	0.0009
2750	NEUTRAL	0.0008
2751	NEUTRAL	0.0008
2752	NEUTRAL	0.0009
2753	NEUTRAL	0.0009
2754	NEUTRAL	0.0009
2755	NEUTRAL	0.0012
2756	NEUTRAL	0.0011
2757	NEUTRAL	0.0012
2758	NEUTRAL	0.0012
2759	NEUTRAL	0.0012
2760	NEUTRAL	0.0012
2761	NEUTRAL	0.0009
2762	NEUTRAL	0.0011
2763	NEUTRAL	0.0014
2764	NEUTRAL	0.0015
2765	NEUTRAL	0.0012
2766	NEUTRAL	0.0014
2767	NEUTRAL	0.0013
2768	NEUTRAL	0.0013
2769	NEUTRAL	0.0014
2770	NEUTRAL	0.0015
2771	NEUTRAL	0.0016
2772	NEUTRAL	0.0020
2773	NEUTRAL	0.0020
2774	NEUTRAL	0.0018
2775	NEUTRAL	0.0016
2776	NEUTRAL	0.0016
2777	NEUTRAL	0.0012
2778	NEUTRAL	0.0013
2779	NEUTRAL	0.0013
2780	NEUTRAL	0.0012
2781	NEUTRAL	0.0010
2782	NEUTRAL	0.0008
2783	NEUTRAL	0.0007
2784	NEUTRAL	0.0008
2785	NEUTRAL	0.0007
2786	NEUTRAL	0.0009
2787	NEUTRAL	0.0008
2788	NEUTRAL	0.0008
2789	NEUTRAL	0.0007
2790	NEUTRAL	0.0006
2791	NEUTRAL	0.0007
2792	NEUTRAL	0.0008
2793	NEUTRAL	0.0010
2794	NEUTRAL	0.0010
2795	NEUTRAL	0.0011
2796	NEUTRAL	0.0008
2797	NEUTRAL	0.0007
2798	NEUTRAL	0.0009
2799	NEUTRAL	0.0008
2800	NEUTRAL	0.0008
2801	NEUTRAL	0.0008
2802	NEUTRAL	0.0007
2803	NEUTRAL	0.0006
2804	NEUTRAL	0.0006
2805	NEUTRAL	0.0010
2806	NEUTRAL	0.0012
2807	NEUTRAL	0.0010
2808	NEUTRAL	0.0011
2809	NEUTRAL	0.0010
2810	NEUTRAL	0.0009
2811	NEUTRAL	0.0010
2812	NEUTRAL	0.0010
2813	NEUTRAL	0.0008
2814	NEUTRAL	0.0010
2815	NEUTRAL	0.0008
2816	NEUTRAL	0.0007
2817	NEUTRAL	0.0007
2818	NEUTRAL	0.0006
2819	NEUTRAL	0.0008
2820	NEUTRAL	0.0009
2821	NEUTRAL	0.0009
2822	NEUTRAL	0.0008
2823	NEUTRAL	0.0007
2824	NEUTRAL	0.0007
2825	NEUTRAL	0.0007
2826	NEUTRAL	0.0008
2827	NEUTRAL	0.0008
2828	NEUTRAL	0.0007
2829	NEUTRAL	0.0007
2830	NEUTRAL	0.0007
2831	NEUTRAL	0.0008
2832	NEUTRAL	0.0007
2833	NEUTRAL	0.0007
2834	NEUTRAL	0.0007
2835	NEUTRAL	0.0006
2836	NEUTRAL	0.0007
2837	NEUTRAL	0.0007
2838	NEUTRAL	0.0007
2839	NEUTRAL	0.0005
2840	NEUTRAL	0.0006
2841	NEUTRAL	0.0006
2842	NEUTRAL	0.0010
2843	NEUTRAL	0.0010
2844	NEUTRAL	0.0012
2845	NEUTRAL	0.0013
2846	NEUTRAL	0.0012
2847	NEUTRAL	0.0015
2848	NEUTRAL	0.0015
2849	NEUTRAL	0.0013
2850	NEUTRAL	0.0013
2851	NEUTRAL	0.0011
2852	NEUTRAL	0.0011
2853	NEUTRAL	0.0011
2854	NEUTRAL	0.0011
2855	NEUTRAL	0.0013
2856	NEUTRAL	0.0013
2857	NEUTRAL	0.0014
2858	NEUTRAL	0.0013
2859	NEUTRAL	0.0017
2860	NEUTRAL	0.0019
2861	NEUTRAL	0.0024
2862	NEUTRAL	0.0023
2863	NEUTRAL	0.0021
2864	NEUTRAL	0.0018
2865	NEUTRAL	0.0015
2866	NEUTRAL	0.0015
2867	NEUTRAL	0.0010
2868	NEUTRAL	0.0010
2869	NEUTRAL	0.0011
2870	NEUTRAL	0.0009
2871	NEUTRAL	0.0007
2872	NEUTRAL	0.0006
2873	NEUTRAL	0.0008
2874	NEUTRAL	0.0008
2875	NEUTRAL	0.0009
2876	NEUTRAL	0.0006
2877	NEUTRAL	0.0008
2878	NEUTRAL	0.0010
2879	NEUTRAL	0.0014
2880	NEUTRAL	0.0017
2881	NEUTRAL	0.0014
2882	NEUTRAL	0.0021
2883	NEUTRAL	0.0024
2884	NEUTRAL	0.0022
2885	NEUTRAL	0.0024
2886	NEUTRAL	0.0018
2887	NEUTRAL	0.0020
2888	NEUTRAL	0.0014
2889	NEUTRAL	0.0009
2890	NEUTRAL	0.0008
2891	NEUTRAL	0.0009
2892	NEUTRAL	0.0010
2893	NEUTRAL	0.0009
2894	NEUTRAL	0.0009
2895	NEUTRAL	0.0008
2896	NEUTRAL	0.0012
2897	NEUTRAL	0.0011
2898	NEUTRAL	0.0013
2899	NEUTRAL	0.0015
2900	NEUTRAL	0.0016
2901	NEUTRAL	0.0014
2902	NEUTRAL	0.0013
2903	NEUTRAL	0.0014
2904	NEUTRAL	0.0016
2905	NEUTRAL	0.0018
2906	NEUTRAL	0.0017
2907	NEUTRAL	0.0019
2908	NEUTRAL	0.0018
2909	NEUTRAL	0.0021
2910	NEUTRAL	0.0025
2911	NEUTRAL	0.0025
2912	NEUTRAL	0.0025
2913	NEUTRAL	0.0023
2914	NEUTRAL	0.0024
2915	NEUTRAL	0.0020
2916	NEUTRAL	0.0019
2917	NEUTRAL	0.0013
2918	NEUTRAL	0.0012
2919	NEUTRAL	0.0010
2920	NEUTRAL	0.0010
2921	NEUTRAL	0.0012
2922	NEUTRAL	0.0013
2923	NEUTRAL	0.0011
2924	NEUTRAL	0.0010
2925	NEUTRAL	0.0010
2926	NEUTRAL	0.0012
2927	NEUTRAL	0.0012
2928	NEUTRAL	0.0011
2929	NEUTRAL	0.0014
2930	NEUTRAL	0.0012
2931	NEUTRAL	0.0016
2932	NEUTRAL	0.0014
2933	NEUTRAL	0.0018
2934	NEUTRAL	0.0033
2935	NEUTRAL	0.0036
2936	NEUTRAL	0.0033
2937	NEUTRAL	0.0034
2938	NEUTRAL	0.0030
2939	NEUTRAL	0.0031
2940	NEUTRAL	0.0031
2941	NEUTRAL	0.0025
2942	NEUTRAL	0.0018
2943	NEUTRAL	0.0016
2944	NEUTRAL	0.0008
2945	NEUTRAL	0.0006
2946	NEUTRAL	0.0008
2947	NEUTRAL	0.0006
2948	NEUTRAL	0.0006
2949	NEUTRAL	0.0004
2950	NEUTRAL	0.0004
2951	NEUTRAL	0.0004
2952	NEUTRAL	0.0004
2953	NEUTRAL	0.0004
2954	NEUTRAL	0.0005
2955	NEUTRAL	0.0006
2956	NEUTRAL	0.0008
2957	NEUTRAL	0.0010
2958	NEUTRAL	0.0008
2959	NEUTRAL	0.0007
2960	NEUTRAL	0.0008
2961	NEUTRAL	0.0010
2962	NEUTRAL	0.0014
2963	NEUTRAL	0.0014
2964	NEUTRAL	0.0016
2965	NEUTRAL	0.0012
2966	NEUTRAL	0.0010
2967	NEUTRAL	0.0009
2968	NEUTRAL	0.0008
2969	NEUTRAL	0.0008
2970	NEUTRAL	0.0008
2971	NEUTRAL	0.0009
2972	NEUTRAL	0.0007
2973	NEUTRAL	0.0007
2974	NEUTRAL	0.0007
2975	NEUTRAL	0.0006
2976	NEUTRAL	0.0008
2977	NEUTRAL	0.0011
2978	NEUTRAL	0.0015
2979	NEUTRAL	0.0017
2980	NEUTRAL	0.0018
2981	NEUTRAL	0.0017
2982	NEUTRAL	0.0023
2983	NEUTRAL	0.0024
2984	NEUTRAL	0.0024
2985	NEUTRAL	0.0019
2986	NEUTRAL	0.0018
2987	NEUTRAL	0.0020
2988	NEUTRAL	0.0021
2989	NEUTRAL	0.0020
2990	NEUTRAL	0.0016
2991	NEUTRAL	0.0019
2992	NEUTRAL	0.0014
2993	NEUTRAL	0.0015
2994	NEUTRAL	0.0023
2995	NEUTRAL	0.0023
2996	NEUTRAL	0.0019
2997	NEUTRAL	0.0019
2998	NEUTRAL	0.0025
2999	NEUTRAL	0.0020
3000	NEUTRAL	0.0022
3001	NEUTRAL	0.0016
3002	NEUTRAL	0.0014
3003	NEUTRAL	0.0011
3004	NEUTRAL	0.0010
3005	NEUTRAL	0.0008
3006	NEUTRAL	0.0007
3007	NEUTRAL	0.0007
3008	NEUTRAL	0.0009
3009	NEUTRAL	0.0010
3010	NEUTRAL	0.0013
3011	NEUTRAL	0.0024
3012	NEUTRAL	0.0033
3013	NEUTRAL	0.0029
3014	NEUTRAL	0.0034
3015	NEUTRAL	0.0048
3016	NEUTRAL	0.0060
3017	NEUTRAL	0.0039
3018	NEUTRAL	0.0040
3019	NEUTRAL	0.0037
3020	NEUTRAL	0.0030
3021	NEUTRAL	0.0026
3022	NEUTRAL	0.0025
3023	NEUTRAL	0.0018
3024	NEUTRAL	0.0015
3025	NEUTRAL	0.0012
3026	NEUTRAL	0.0008
3027	NEUTRAL	0.0007
3028	NEUTRAL	0.0006
3029	NEUTRAL	0.0004
3030	NEUTRAL	0.0004
3031	NEUTRAL	0.0003
3032	NEUTRAL	0.0002
3033	NEUTRAL	0.0002
3034	NEUTRAL	0.0003
3035	NEUTRAL	0.0003
3036	NEUTRAL	0.0003
3037	NEUTRAL	0.0004
3038	NEUTRAL	0.0004
3039	NEUTRAL	0.0005
3040	NEUTRAL	0.0006
3041	NEUTRAL	0.0008
3042	NEUTRAL	0.0009
3043	NEUTRAL	0.0012
3044	NEUTRAL	0.0013
3045	NEUTRAL	0.0017
3046	NEUTRAL	0.0016
3047	NEUTRAL	0.0015
3048	NEUTRAL	0.0014
3049	NEUTRAL	0.0014
3050	NEUTRAL	0.0013
3051	NEUTRAL	0.0016
3052	NEUTRAL	0.0022
3053	NEUTRAL	0.0019
3054	NEUTRAL	0.0015
3055	NEUTRAL	0.0018
3056	NEUTRAL	0.0018
3057	NEUTRAL	0.0022
3058	NEUTRAL	0.0023
3059	NEUTRAL	0.0023
3060	NEUTRAL	0.0022
3061	NEUTRAL	0.0019
3062	NEUTRAL	0.0021
3063	NEUTRAL	0.0025
3064	NEUTRAL	0.0022
3065	NEUTRAL	0.0020
3066	NEUTRAL	0.0023
3067	NEUTRAL	0.0017
3068	NEUTRAL	0.0016
3069	NEUTRAL	0.0015
3070	NEUTRAL	0.0013
3071	NEUTRAL	0.0010
3072	NEUTRAL	0.0009
3073	NEUTRAL	0.0011
3074	NEUTRAL	0.0013
3075	NEUTRAL	0.0013
3076	NEUTRAL	0.0017
3077	NEUTRAL	0.0017
3078	NEUTRAL	0.0023
3079	NEUTRAL	0.0019
3080	NEUTRAL	0.0023
3081	NEUTRAL	0.0019
3082	NEUTRAL	0.0015
3083	NEUTRAL	0.0014
3084	NEUTRAL	0.0013
3085	NEUTRAL	0.0011
3086	NEUTRAL	0.0011
3087	NEUTRAL	0.0011
3088	NEUTRAL	0.0011
3089	NEUTRAL	0.0006
3090	NEUTRAL	0.0006
3091	NEUTRAL	0.0007
3092	NEUTRAL	0.0007
3093	NEUTRAL	0.0006
3094	NEUTRAL	0.0007
3095	NEUTRAL	0.0006
3096	NEUTRAL	0.0007
3097	NEUTRAL	0.0006
3098	NEUTRAL	0.0006
3099	NEUTRAL	0.0005
3100	NEUTRAL	0.0005
3101	NEUTRAL	0.0005
3102	NEUTRAL	0.0004
3103	NEUTRAL	0.0007
3104	NEUTRAL	0.0009
3105	NEUTRAL	0.0009
3106	NEUTRAL	0.0009
3107	NEUTRAL	0.0009
3108	NEUTRAL	0.0007
3109	NEUTRAL	0.0008
3110	NEUTRAL	0.0010
3111	NEUTRAL	0.0010
3112	NEUTRAL	0.0009
3113	NEUTRAL	0.0011
3114	NEUTRAL	0.0011
3115	NEUTRAL	0.0009
3116	NEUTRAL	0.0013
3117	NEUTRAL	0.0013
3118	NEUTRAL	0.0010
3119	NEUTRAL	0.0007
3120	NEUTRAL	0.0010
3121	NEUTRAL	0.0013
3122	NEUTRAL	0.0012
3123	NEUTRAL	0.0015
3124	NEUTRAL	0.0015
3125	NEUTRAL	0.0022
3126	NEUTRAL	0.0021
3127	NEUTRAL	0.0025
3128	NEUTRAL	0.0025
3129	NEUTRAL	0.0029
3130	NEUTRAL	0.0023
3131	NEUTRAL	0.0023
3132	NEUTRAL	0.0021
3133	NEUTRAL	0.0021
3134	NEUTRAL	0.0022
3135	NEUTRAL	0.0022
3136	NEUTRAL	0.0017
3137	NEUTRAL	0.0014
3138	NEUTRAL	0.0012
3139	NEUTRAL	0.0011
3140	NEUTRAL	0.0011
3141	NEUTRAL	0.0010
3142	NEUTRAL	0.0011
3143	NEUTRAL	0.0009
3144	NEUTRAL	0.0010
3145	NEUTRAL	0.0010
3146	NEUTRAL	0.0012
3147	NEUTRAL	0.0010
3148	NEUTRAL	0.0007
3149	NEUTRAL	0.0007
3150	NEUTRAL	0.0007
3151	NEUTRAL	0.0006
3152	NEUTRAL	0.0006
3153	NEUTRAL	0.0009
3154	NEUTRAL	0.0007
3155	NEUTRAL	0.0007
3156	NEUTRAL	0.0007
3157	NEUTRAL	0.0007
3158	NEUTRAL	0.0006
3159	NEUTRAL	0.0008
3160	NEUTRAL	0.0009
3161	NEUTRAL	0.0011
3162	NEUTRAL	0.0012
3163	NEUTRAL	0.0010
3164	NEUTRAL	0.0010
3165	NEUTRAL	0.0012
3166	NEUTRAL	0.0011
3167	NEUTRAL	0.0015
3168	NEUTRAL	0.0022
3169	NEUTRAL	0.0017
3170	NEUTRAL	0.0020
3171	NEUTRAL	0.0026
3172	NEUTRAL	0.0028
3173	NEUTRAL	0.0033
3174	NEUTRAL	0.0033
3175	NEUTRAL	0.0039
3176	NEUTRAL	0.0035
3177	NEUTRAL	0.0022
3178	NEUTRAL	0.0017
3179	NEUTRAL	0.0017
3180	NEUTRAL	0.0018
3181	NEUTRAL	0.0017
3182	NEUTRAL	0.0015
3183	NEUTRAL	0.0016
3184	NEUTRAL	0.0016
3185	NEUTRAL	0.0015
3186	NEUTRAL	0.0013
3187	NEUTRAL	0.0022
3188	NEUTRAL	0.0019
3189	NEUTRAL	0.0018
3190	NEUTRAL	0.0017
3191	NEUTRAL	0.0020
3192	NEUTRAL	0.0023
3193	NEUTRAL	0.0025
3194	NEUTRAL	0.0020
3195	NEUTRAL	0.0021
3196	NEUTRAL	0.0017
3197	NEUTRAL	0.0020
3198	NEUTRAL	0.0016
3199	NEUTRAL	0.0019
3200	NEUTRAL	0.0013
3201	NEUTRAL	0.0011
3202	NEUTRAL	0.0010
3203	NEUTRAL	0.0010
3204	NEUTRAL	0.0008
3205	NEUTRAL	0.0006
3206	NEUTRAL	0.0008
3207	NEUTRAL	0.0007
3208	NEUTRAL	0.0008
3209	NEUTRAL	0.0010
3210	NEUTRAL	0.0008
3211	NEUTRAL	0.0008
3212	NEUTRAL	0.0007
3213	NEUTRAL	0.0007
3214	NEUTRAL	0.0006
3215	NEUTRAL	0.0005
3216	NEUTRAL	0.0005
3217	NEUTRAL	0.0005
3218	NEUTRAL	0.0003
3219	NEUTRAL	0.0003
3220	NEUTRAL	0.0003
3221	NEUTRAL	0.0003
3222	NEUTRAL	0.0003
3223	NEUTRAL	0.0003
3224	NEUTRAL	0.0003
3225	NEUTRAL	0.0004
3226	NEUTRAL	0.0004
3227	NEUTRAL	0.0004
3228	NEUTRAL	0.0004
3229	NEUTRAL	0.0006
3230	NEUTRAL	0.0007
3231	NEUTRAL	0.0008
3232	NEUTRAL	0.0006
3233	NEUTRAL	0.0008
3234	NEUTRAL	0.0009
3235	NEUTRAL	0.0011
3236	NEUTRAL	0.0011
3237	NEUTRAL	0.0010
3238	NEUTRAL	0.0009
3239	NEUTRAL	0.0008
3240	NEUTRAL	0.0009
3241	NEUTRAL	0.0009
3242	NEUTRAL	0.0014
3243	NEUTRAL	0.0010
3244	NEUTRAL	0.0011
3245	NEUTRAL	0.0011
3246	NEUTRAL	0.0013
3247	NEUTRAL	0.0011
3248	NEUTRAL	0.0012
3249	NEUTRAL	0.0013
3250	NEUTRAL	0.0019
3251	NEUTRAL	0.0020
3252	NEUTRAL	0.0019
3253	NEUTRAL	0.0018
3254	NEUTRAL	0.0016
3255	NEUTRAL	0.0014
3256	NEUTRAL	0.0012
3257	NEUTRAL	0.0010
3258	NEUTRAL	0.0009
3259	NEUTRAL	0.0009
3260	NEUTRAL	0.0013
3261	NEUTRAL	0.0012
3262	NEUTRAL	0.0013
3263	NEUTRAL	0.0012
3264	NEUTRAL	0.0013
3265	NEUTRAL	0.0013
3266	NEUTRAL	0.0013
3267	NEUTRAL	0.0017
3268	NEUTRAL	0.0010
3269	NEUTRAL	0.0009
3270	NEUTRAL	0.0008
3271	NEUTRAL	0.0010
3272	NEUTRAL	0.0012
3273	NEUTRAL	0.0014
3274	NEUTRAL	0.0018
3275	NEUTRAL	0.0019
3276	NEUTRAL	0.0017
3277	NEUTRAL	0.0019
3278	NEUTRAL	0.0016
3279	NEUTRAL	0.0013
3280	NEUTRAL	0.0013
3281	NEUTRAL	0.0009
3282	NEUTRAL	0.0007
3283	NEUTRAL	0.0006
3284	NEUTRAL	0.0007
3285	NEUTRAL	0.0008
3286	NEUTRAL	0.0009
3287	NEUTRAL	0.0010
3288	NEUTRAL	0.0011
3289	NEUTRAL	0.0012
3290	NEUTRAL	0.0012
3291	NEUTRAL	0.0015
3292	NEUTRAL	0.0018
3293	NEUTRAL	0.0026
3294	NEUTRAL	0.0023
3295	NEUTRAL	0.0020
3296	NEUTRAL	0.0021
3297	NEUTRAL	0.0020
3298	NEUTRAL	0.0014
3299	NEUTRAL	0.0016
3300	NEUTRAL	0.0019
3301	NEUTRAL	0.0016
3302	NEUTRAL	0.0017
3303	NEUTRAL	0.0017
3304	NEUTRAL	0.0020
3305	NEUTRAL	0.0020
3306	NEUTRAL	0.0024
3307	NEUTRAL	0.0037
3308	NEUTRAL	0.0040
3309	NEUTRAL	0.0035
3310	NEUTRAL	0.0036
3311	NEUTRAL	0.0038
3312	NEUTRAL	0.0028
3313	NEUTRAL	0.0022
3314	NEUTRAL	0.0016
3315	NEUTRAL	0.0011
3316	NEUTRAL	0.0011
3317	NEUTRAL	0.0008
3318	NEUTRAL	0.0007
3319	NEUTRAL	0.0005
3320	NEUTRAL	0.0005
3321	NEUTRAL	0.0005
3322	NEUTRAL	0.0007
3323	NEUTRAL	0.0007
3324	NEUTRAL	0.0009
3325	NEUTRAL	0.0008
3326	NEUTRAL	0.0009
3327	NEUTRAL	0.0011
3328	NEUTRAL	0.0011
3329	NEUTRAL	0.0010
3330	NEUTRAL	0.0011
3331	NEUTRAL	0.0010
3332	NEUTRAL	0.0012
3333	NEUTRAL	0.0011
3334	NEUTRAL	0.0012
3335	NEUTRAL	0.0014
3336	NEUTRAL	0.0012
3337	NEUTRAL	0.0012
3338	NEUTRAL	0.0015
3339	NEUTRAL	0.0012
3340	NEUTRAL	0.0010
3341	NEUTRAL	0.0010
3342	NEUTRAL	0.0009
3343	NEUTRAL	0.0012
3344	NEUTRAL	0.0009
3345	NEUTRAL	0.0006
3346	NEUTRAL	0.0007
3347	NEUTRAL	0.0007
3348	NEUTRAL	0.0006
3349	NEUTRAL	0.0005
3350	NEUTRAL	0.0006
3351	NEUTRAL	0.0006
3352	NEUTRAL	0.0005
3353	NEUTRAL	0.0004
3354	NEUTRAL	0.0004
3355	NEUTRAL	0.0006
3356	NEUTRAL	0.0008
3357	NEUTRAL	0.0007
3358	NEUTRAL	0.0008
3359	NEUTRAL	0.0009
3360	NEUTRAL	0.0008
3361	NEUTRAL	0.0005
3362	NEUTRAL	0.0006
3363	NEUTRAL	0.0005
3364	NEUTRAL	0.0004
3365	NEUTRAL	0.0005
3366	NEUTRAL	0.0006
3367	NEUTRAL	0.0005
3368	NEUTRAL	0.0005
3369	NEUTRAL	0.0005
3370	NEUTRAL	0.0005
3371	NEUTRAL	0.0006
3372	NEUTRAL	0.0007
3373	NEUTRAL	0.0008
3374	NEUTRAL	0.0010
3375	NEUTRAL	0.0008
3376	NEUTRAL	0.0010
3377	NEUTRAL	0.0011
3378	NEUTRAL	0.0018
3379	NEUTRAL	0.0018
3380	NEUTRAL	0.0017
3381	NEUTRAL	0.0017
3382	NEUTRAL	0.0012
3383	NEUTRAL	0.0011
3384	NEUTRAL	0.0009
3385	NEUTRAL	0.0009
3386	NEUTRAL	0.0006
3387	NEUTRAL	0.0007
3388	NEUTRAL	0.0007
3389	NEUTRAL	0.0008
3390	NEUTRAL	0.0008
3391	NEUTRAL	0.0007
3392	NEUTRAL	0.0008
3393	NEUTRAL	0.0011
3394	NEUTRAL	0.0015
3395	NEUTRAL	0.0016
3396	NEUTRAL	0.0019
3397	NEUTRAL	0.0018
3398	NEUTRAL	0.0019
3399	NEUTRAL	0.0018
3400	NEUTRAL	0.0025
3401	NEUTRAL	0.0022
3402	NEUTRAL	0.0026
3403	NEUTRAL	0.0028
3404	NEUTRAL	0.0034
3405	NEUTRAL	0.0024
3406	NEUTRAL	0.0026
3407	NEUTRAL	0.0026
3408	NEUTRAL	0.0024
3409	NEUTRAL	0.0028
3410	NEUTRAL	0.0022
3411	NEUTRAL	0.0020
3412	NEUTRAL	0.0020
3413	NEUTRAL	0.0018
3414	NEUTRAL	0.0014
3415	NEUTRAL	0.0019
3416	NEUTRAL	0.0016
3417	NEUTRAL	0.0018
3418	NEUTRAL	0.0018
3419	NEUTRAL	0.0014
3420	NEUTRAL	0.0016
3421	NEUTRAL	0.0017
3422	NEUTRAL	0.0018
3423	NEUTRAL	0.0017
3424	NEUTRAL	0.0021
3425	NEUTRAL	0.0020
3426	NEUTRAL	0.0017
3427	NEUTRAL	0.0016
3428	NEUTRAL	0.0018
3429	NEUTRAL	0.0016
3430	NEUTRAL	0.0015
3431	NEUTRAL	0.0018
3432	NEUTRAL	0.0015
3433	NEUTRAL	0.0015
3434	NEUTRAL	0.0010
3435	NEUTRAL	0.0011
3436	NEUTRAL	0.0010
3437	NEUTRAL	0.0009
3438	NEUTRAL	0.0013
3439	NEUTRAL	0.0007
3440	NEUTRAL	0.0006
3441	NEUTRAL	0.0007
3442	NEUTRAL	0.0007
3443	NEUTRAL	0.0006
3444	NEUTRAL	0.0008
3445	NEUTRAL	0.0007
3446	NEUTRAL	0.0007
3447	NEUTRAL	0.0006
3448	NEUTRAL	0.0007
3449	NEUTRAL	0.0006
3450	NEUTRAL	0.0011
3451	NEUTRAL	0.0012
3452	NEUTRAL	0.0015
3453	NEUTRAL	0.0017
3454	NEUTRAL	0.0014
3455	NEUTRAL	0.0014
3456	NEUTRAL	0.0018
3457	NEUTRAL	0.0024
3458	NEUTRAL	0.0027
3459	NEUTRAL	0.0024
3460	NEUTRAL	0.0023
3461	NEUTRAL	0.0018
3462	NEUTRAL	0.0014
3463	NEUTRAL	0.0014
3464	NEUTRAL	0.0012
3465	NEUTRAL	0.0009
3466	NEUTRAL	0.0009
3467	NEUTRAL	0.0007
3468	NEUTRAL	0.0008
3469	NEUTRAL	0.0007
3470	NEUTRAL	0.0006
3471	NEUTRAL	0.0007
3472	NEUTRAL	0.0009
3473	NEUTRAL	0.0012
3474	NEUTRAL	0.0014
3475	NEUTRAL	0.0015
3476	NEUTRAL	0.0015
3477	NEUTRAL	0.0014
3478	NEUTRAL	0.0012
3479	NEUTRAL	0.0012
3480	NEUTRAL	0.0010
3481	NEUTRAL	0.0010
3482	NEUTRAL	0.0012
3483	NEUTRAL	0.0011
3484	NEUTRAL	0.0010
3485	NEUTRAL	0.0012
3486	NEUTRAL	0.0017
3487	NEUTRAL	0.0019
3488	NEUTRAL	0.0013
3489	NEUTRAL	0.0015
3490	NEUTRAL	0.0019
3491	NEUTRAL	0.0018
3492	NEUTRAL	0.0013
3493	NEUTRAL	0.0011
3494	NEUTRAL	0.0008
3495	NEUTRAL	0.0008
3496	NEUTRAL	0.0007
3497	NEUTRAL	0.0008
3498	NEUTRAL	0.0006
3499	NEUTRAL	0.0006
3500	NEUTRAL	0.0005
3501	NEUTRAL	0.0005
3502	NEUTRAL	0.0008
3503	NEUTRAL	0.0009
3504	NEUTRAL	0.0010
3505	NEUTRAL	0.0010
3506	NEUTRAL	0.0010
3507	NEUTRAL	0.0010
3508	NEUTRAL	0.0012
3509	NEUTRAL	0.0012
3510	NEUTRAL	0.0013
